x	y
462	468.506962
463	466.4853594
464	464.4768133
465	462.4812117
466	460.4984435
467	458.528399
468	456.5709694
469	454.6260473
470	452.6935265
471	450.7733016
472	448.8652686
473	446.9693245
474	445.0853674
475	443.2132964
476	441.3530118
477	439.5044148
478	437.6674078
479	435.841894
480	434.0277778
481	432.2249644
482	430.4333603
483	428.6528726
484	426.8834096
485	425.1248804
486	423.3771952
487	421.640265
488	419.9140016
489	418.198318
490	416.4931279
491	414.7983458
492	413.1138872
493	411.4396685
494	409.7756069
495	408.1216202
496	406.4776275
497	404.8435482
498	403.2193029
499	401.6048128
500	400
501	398.4047872
502	396.8190981
503	395.242857
504	393.6759889
505	392.1184198
506	390.5700761
507	389.0308852
508	387.500775
509	385.9796743
510	384.4675125
511	382.9642197
512	381.4697266
513	379.9839647
514	378.5068661
515	377.0383637
516	375.5783907
517	374.1268814
518	372.6837704
519	371.248993
520	369.8224852
521	368.4041836
522	366.9940253
523	365.5919482
524	364.1978906
525	362.8117914
526	361.4335902
527	360.0632271
528	358.7006428
529	357.3457785
530	355.998576
531	354.6589777
532	353.3269263
533	352.0023655
534	350.685239
535	349.3754913
536	348.0730675
537	346.777913
538	345.4899739
539	344.2091966
540	342.9355281
541	341.668916
542	340.4093082
543	339.1566531
544	337.9108997
545	336.6719973
546	335.4398959
547	334.2145457
548	332.9958975
549	331.7839025
550	330.5785124
551	329.3796793
552	328.1873556
553	327.0014944
554	325.822049
555	324.6489733
556	323.4822214
557	322.321748
558	321.1675081
559	320.0194572
560	318.877551
561	317.7417459
562	316.6119983
563	315.4882654
564	314.3705045
565	313.2586733
566	312.1527301
567	311.0526332
568	309.9583416
569	308.8698145
570	307.7870114
571	306.7098923
572	305.6384175
573	304.5725477
574	303.5122437
575	302.4574669
576	301.408179
577	300.3643419
578	299.325918
579	298.2928699
580	297.2651605
581	296.2427532
582	295.2256114
583	294.2136992
584	293.2069807
585	292.2054204
586	291.2089832
587	290.2176342
588	289.2313388
589	288.2500627
590	287.2737719
591	286.3024327
592	285.3360117
593	284.3744757
594	283.4177918
595	282.4659275
596	281.5188505
597	280.5765287
598	279.6389302
599	278.7060237
600	277.7777778
